1st_flr_sf,bsmt_exposure,bsmt_qual,bsmtfin_sf_1,bsmtfin_type_1,exter_qual,exterior_1st_HdBoard,exterior_1st_MetalSd,exterior_1st_Others,exterior_1st_PreCast,exterior_1st_VinylSd,exterior_1st_Wd Sdng,exterior_2nd_HdBoard,exterior_2nd_MetalSd,exterior_2nd_Other,exterior_2nd_Others,exterior_2nd_PreCast,exterior_2nd_VinylSd,exterior_2nd_Wd Sdng,fence,fireplace_qu,fireplaces,foundation_Others,foundation_PConc,full_bath,garage_area,garage_cars,garage_finish,garage_type_Attchd,garage_type_Others,gr_liv_area,heating_qc,house_style_1Story,house_style_Others,id,kitchen_qual,lot_area,lot_config_Inside,lot_config_Others,lot_frontage_reg_imputed,lot_shape,mas_vnr_area,mas_vnr_type_CBlock,mas_vnr_type_None,mas_vnr_type_Others,ms_subclass_120,ms_subclass_160,ms_subclass_180,ms_subclass_190,ms_subclass_20,ms_subclass_30,ms_subclass_40,ms_subclass_45,ms_subclass_50,ms_subclass_60,ms_subclass_70,ms_subclass_75,ms_subclass_80,ms_subclass_85,ms_subclass_90,ms_subclass_Others,ms_zoning_Others,ms_zoning_RL,neigh_group,open_porch_sf,overall_qual,pid,roof_style_Gable,roof_style_Others,saleprice,total_bsmt_sf,totrms_abvgrd,wood_deck_sf,year_built,year_remod_add
1652,2.0,3.0,1386.0,5.0,2.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,4.0,1,1.0,0.0,1,510.0,2.0,2.0,1.0,0.0,1652,3.0,1.0,0.0,1896,3.0,22002,0.0,1.0,107.22301221840704,3.0,136.0,0,0.0,1.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,2,0,5.0,534425015,1.0,0.0,200000,1592.0,6,0,1959,1991
1182,1.0,4.0,448.0,3.0,2.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,4.0,1,1.0,0.0,2,509.0,1.0,3.0,1.0,0.0,2142,2.0,0.0,1.0,628,3.0,13000,0.0,1.0,100.0,3.0,576.0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0,0,0,0,0,0.0,0.0,1.0,2,72,5.0,535126010,1.0,0.0,193500,896.0,8,0,1968,1968
1092,1.0,4.0,787.0,3.0,2.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,3.0,0.0,0,1.0,0.0,1,504.0,2.0,2.0,1.0,0.0,1092,4.0,1.0,0.0,1212,2.0,8250,1.0,0.0,75.0,3.0,260.0,0,0.0,1.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,2,0,5.0,534403050,0.0,1.0,145000,1092.0,6,0,1964,1964
1122,1.0,3.0,526.0,5.0,3.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,4.0,1,1.0,0.0,2,451.0,2.0,1.0,0.0,1.0,1671,4.0,0.0,1.0,2864,2.0,8170,1.0,0.0,81.0,2.0,270.0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0,0,1.0,0.0,0,0,0,0,0,0.0,0.0,1.0,4,0,6.0,909280070,1.0,0.0,218000,1022.0,7,0,1929,1950
1488,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,5.0,1,1.0,0.0,1,569.0,2.0,2.0,1.0,0.0,1488,3.0,1.0,0.0,2740,2.0,12048,1.0,0.0,80.0,3.0,232.0,0,0.0,1.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,1,189,4.0,905451050,1.0,0.0,135000,0.0,7,0,1952,2002
1624,2.0,3.0,40.0,2.0,2.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,1.0,0,0.0,0.0,3.0,4.0,1,1.0,0.0,1,240.0,1.0,2.0,1.0,0.0,1624,4.0,1.0,0.0,2560,2.0,10858,0.0,1.0,89.0,3.0,150.0,0,0.0,1.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,2,40,4.0,534475160,1.0,0.0,146500,1444.0,6,0,1952,1952
1362,3.0,4.0,20.0,5.0,3.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,4.0,1,0.0,1.0,2,460.0,2.0,2.0,1.0,0.0,1362,4.0,1.0,0.0,1716,3.0,7577,0.0,1.0,61.0,2.0,256.0,0,0.0,1.0,1.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,4,28,5.0,528174010,1.0,0.0,194700,1362.0,6,192,2005,2006
1218,1.0,4.0,902.0,6.0,3.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,1.0,2,462.0,2.0,3.0,1.0,0.0,1218,4.0,1.0,0.0,1130,3.0,7500,1.0,0.0,62.0,3.0,210.0,0,0.0,1.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,1.0,0.0,4,168,6.0,528488140,1.0,0.0,230348,1218.0,6,168,2007,2008
1068,1.0,2.0,960.0,5.0,2.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,4.0,1,1.0,0.0,1,288.0,1.0,1.0,0.0,1.0,1068,2.0,1.0,0.0,201,2.0,6120,1.0,0.0,51.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0.0,1.0,0.0,0,0,5.0,903234050,1.0,0.0,109500,1124.0,5,0,1923,1950
1625,4.0,4.0,776.0,6.0,2.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,3.0,1,1.0,0.0,2,576.0,2.0,3.0,1.0,0.0,1625,2.0,1.0,0.0,2886,1.0,23580,1.0,0.0,69.0,2.0,0.0,0,1.0,0.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,2,28,5.0,913350030,1.0,0.0,242500,1625.0,6,136,1979,1979
1064,1.0,4.0,495.0,6.0,3.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,0.0,3.0,1,0.0,1.0,2,504.0,2.0,2.0,1.0,0.0,1767,3.0,0.0,1.0,2328,3.0,5306,1.0,0.0,44.0,2.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1.0,0.0,1.0,4,35,6.0,527190050,1.0,0.0,239000,1064.0,5,441,1987,1987
1050,1.0,3.0,824.0,5.0,2.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,0.0,0,1.0,0.0,1,286.0,1.0,2.0,1.0,0.0,1050,4.0,1.0,0.0,2583,3.0,8092,1.0,0.0,70.0,3.0,176.0,0,0.0,1.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,2,0,5.0,535301150,0.0,1.0,156000,1050.0,6,0,1954,2000
907,1.0,3.0,288.0,3.0,2.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1.0,0.0,1,352.0,1.0,1.0,0.0,1.0,907,4.0,1.0,0.0,1206,2.0,8593,1.0,0.0,77.0,2.0,0.0,0,1.0,0.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,2,0,3.0,534277060,0.0,1.0,109008,907.0,5,0,1957,1957
640,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1.0,0.0,1,256.0,1.0,1.0,0.0,1.0,845,4.0,0.0,1.0,2242,2.0,11067,0.0,1.0,64.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0,1.0,0.0,0,0,0,0,0,0.0,1.0,0.0,0,0,1.0,910206010,1.0,0.0,68104,0.0,4,48,1939,1950
1251,3.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,3.0,1,0.0,1.0,2,751.0,3.0,2.0,1.0,0.0,2501,4.0,0.0,1.0,1105,3.0,11929,0.0,1.0,80.38258163793789,2.0,466.0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0,0,0,0,0,0.0,0.0,1.0,4,87,7.0,528363020,1.0,0.0,290000,1242.0,9,192,1995,1995
1209,1.0,4.0,1059.0,4.0,2.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,1.0,1,504.0,2.0,2.0,1.0,0.0,1209,3.0,1.0,0.0,121,2.0,9900,0.0,1.0,90.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,2,0,4.0,534401110,0.0,1.0,159000,1209.0,6,0,1966,1966
453,1.0,3.0,120.0,3.0,2.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,1.0,1,231.0,1.0,1.0,0.0,1.0,906,2.0,0.0,1.0,1223,2.0,4882,1.0,0.0,50.0,2.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1.0,0.0,1.0,0,0,3.0,534453140,1.0,0.0,87000,348.0,5,0,1937,1950
1601,3.0,4.0,1358.0,6.0,3.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,3.0,3.0,1,0.0,1.0,2,670.0,2.0,2.0,1.0,0.0,1601,4.0,1.0,0.0,265,3.0,11423,1.0,0.0,78.79348918537312,3.0,479.0,0,0.0,1.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,3,0,7.0,907252120,1.0,0.0,272000,1581.0,6,180,2001,2002
1336,2.0,4.0,996.0,6.0,3.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,1.0,2,502.0,2.0,1.0,1.0,0.0,1336,4.0,1.0,0.0,2813,3.0,8772,0.0,1.0,65.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,3,43,6.0,907414040,1.0,0.0,198000,1336.0,6,136,2005,2006
1095,1.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1.0,0.0,2,440.0,2.0,1.0,0.0,1.0,1656,3.0,0.0,1.0,1294,2.0,7628,1.0,0.0,63.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0,1.0,0.0,0,0,0,0,0,0.0,1.0,0.0,0,0,3.0,902109120,1.0,0.0,119164,801.0,8,187,1940,1985
1124,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,4.0,1,1.0,0.0,1,0.0,0.0,0.0,0.0,1.0,1124,3.0,1.0,0.0,2745,2.0,8335,0.0,1.0,77.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,1,36,4.0,905477010,1.0,0.0,93000,0.0,5,0,1954,1954
1008,3.0,4.0,544.0,6.0,3.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,3.0,1,0.0,1.0,2,431.0,2.0,2.0,1.0,0.0,1892,4.0,0.0,1.0,1094,2.0,8220,1.0,0.0,71.0,2.0,647.0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0,0,0,0,0,0.0,0.0,1.0,3,0,6.0,528280180,1.0,0.0,226750,982.0,8,108,2000,2001
1014,2.0,2.0,440.0,4.0,2.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1.0,0.0,2,420.0,2.0,1.0,0.0,1.0,1699,2.0,0.0,1.0,651,2.0,10615,0.0,1.0,107.0,2.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1.0,0.0,1.0,0,74,2.0,535353140,1.0,0.0,95000,978.0,7,0,1900,1970
780,1.0,3.0,300.0,3.0,2.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,0.0,0,1.0,0.0,1,312.0,1.0,1.0,0.0,1.0,1416,2.0,0.0,1.0,198,2.0,6000,1.0,0.0,50.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0,1.0,0.0,0,0,0,0,0,0.0,1.0,0.0,0,0,5.0,903228150,1.0,0.0,139900,780.0,6,221,1948,1950
1306,1.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,1.0,0,0.0,0.0,2.0,0.0,0,1.0,0.0,1,0.0,0.0,0.0,0.0,1.0,1306,4.0,1.0,0.0,131,1.0,5350,1.0,0.0,55.0,2.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,0,0,2.0,534451150,1.0,0.0,76500,728.0,6,263,1940,1966
672,1.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,1.0,1,308.0,1.0,1.0,0.0,1.0,672,3.0,1.0,0.0,1258,2.0,5400,0.0,1.0,60.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,0,108,3.0,535380110,0.0,1.0,86900,672.0,4,88,1940,2005
1160,1.0,3.0,785.0,5.0,2.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,2.0,0.0,0,1.0,0.0,1,257.0,1.0,1.0,1.0,0.0,1160,4.0,1.0,0.0,1599,3.0,17979,0.0,1.0,97.39459797108873,2.0,0.0,0,1.0,0.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,2,0,4.0,923227030,1.0,0.0,152500,1113.0,6,81,1968,1968
930,1.0,4.0,767.0,3.0,2.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,3.0,0.0,0,1.0,0.0,1,286.0,1.0,2.0,1.0,0.0,930,2.0,1.0,0.0,1508,2.0,9520,1.0,0.0,68.0,3.0,115.0,0,0.0,1.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,1,0,3.0,908250090,1.0,0.0,99000,911.0,5,134,1953,1953
708,1.0,3.0,280.0,2.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0,1.0,0.0,1,0.0,0.0,0.0,0.0,1.0,708,3.0,1.0,0.0,615,1.0,5330,1.0,0.0,50.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,0,0,3.0,534450150,0.0,1.0,82500,420.0,5,164,1940,1950
1575,1.0,4.0,430.0,6.0,3.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0,0.0,1.0,2,529.0,2.0,2.0,1.0,0.0,1575,3.0,1.0,0.0,1815,3.0,8012,1.0,0.0,50.0,3.0,0.0,0,1.0,0.0,1.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,2,0,5.0,531451030,1.0,0.0,179200,1575.0,5,0,1992,1992
1059,1.0,3.0,773.0,5.0,2.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,2.0,0.0,0,1.0,0.0,1,286.0,1.0,3.0,1.0,0.0,1059,3.0,1.0,0.0,2712,2.0,9000,0.0,1.0,75.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,1,88,4.0,905105010,1.0,0.0,142500,1059.0,6,0,1966,1966
1005,1.0,3.0,513.0,3.0,2.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,3.0,0.0,0,1.0,0.0,1,440.0,2.0,1.0,0.0,1.0,1005,2.0,1.0,0.0,2051,2.0,14299,1.0,0.0,62.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,1,0,3.0,905101070,1.0,0.0,115400,1005.0,5,0,1964,1964
1057,1.0,4.0,738.0,6.0,3.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,3.0,1,0.0,1.0,2,650.0,2.0,3.0,1.0,0.0,1929,4.0,0.0,1.0,1863,3.0,7050,1.0,0.0,63.422275309179504,3.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0,0,0,0,0,0.0,1.0,0.0,4,235,6.0,534104090,1.0,0.0,226000,1057.0,7,0,2001,2001
520,1.0,4.0,0.0,1.0,3.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,1.0,2,480.0,2.0,2.0,0.0,1.0,1200,4.0,0.0,1.0,2510,3.0,3180,1.0,0.0,30.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1.0,1.0,0.0,4,166,6.0,533212130,1.0,0.0,144152,600.0,4,0,2005,2005
1804,4.0,5.0,0.0,1.0,3.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,4.0,1,0.0,1.0,2,795.0,3.0,3.0,0.0,1.0,2690,4.0,0.0,1.0,1069,3.0,16451,0.0,1.0,112.0,2.0,221.0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0,0,0,0,0,0.0,0.0,1.0,4,58,7.0,528178090,1.0,0.0,370000,1765.0,9,268,2003,2003
833,2.0,4.0,207.0,3.0,2.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,3.0,0.0,0,1.0,0.0,1,495.0,2.0,1.0,1.0,0.0,833,2.0,1.0,0.0,336,3.0,12887,1.0,0.0,76.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,2,0,4.0,923276030,1.0,0.0,149900,833.0,5,431,1984,1984
728,1.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,1.0,2,429.0,2.0,2.0,1.0,0.0,1456,3.0,0.0,1.0,2417,2.0,15578,0.0,1.0,105.0,2.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0,0,0,0,0,0.0,0.0,1.0,3,0,5.0,528221100,1.0,0.0,172785,728.0,8,0,2006,2006
864,1.0,3.0,398.0,5.0,2.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0,1.0,0.0,1,720.0,2.0,2.0,0.0,1.0,864,3.0,1.0,0.0,1962,3.0,7200,1.0,0.0,60.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,2,0,4.0,535451110,1.0,0.0,129000,864.0,5,194,1950,2002
1586,1.0,4.0,0.0,1.0,2.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,0.0,3.0,1,1.0,0.0,2,435.0,2.0,1.0,1.0,0.0,1586,2.0,1.0,0.0,372,2.0,17043,0.0,1.0,48.0,2.0,0.0,0,1.0,0.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,3,0,5.0,527302175,1.0,0.0,181000,1362.0,7,192,1979,1998
1370,3.0,3.0,678.0,4.0,2.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0,0.0,1.0,3.0,3.0,1,1.0,0.0,1,300.0,1.0,2.0,0.0,1.0,1370,4.0,0.0,1.0,2578,2.0,10000,0.0,1.0,125.0,3.0,272.0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1.0,0.0,1.0,2,0,4.0,535178100,0.0,1.0,148000,1058.0,6,191,1956,1956
914,3.0,4.0,475.0,6.0,2.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,1.0,1,0.0,0.0,0.0,0.0,1.0,914,4.0,1.0,0.0,2824,3.0,8050,1.0,0.0,75.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,1,0,5.0,908130020,1.0,0.0,117250,914.0,4,32,2002,2002
1555,3.0,4.0,16.0,6.0,3.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,3.0,1,0.0,1.0,2,430.0,2.0,3.0,1.0,0.0,1555,4.0,1.0,0.0,471,3.0,3182,1.0,0.0,43.0,3.0,16.0,0,0.0,1.0,1.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,3,20,6.0,528228435,1.0,0.0,192500,1373.0,7,143,2005,2006
716,1.0,4.0,81.0,2.0,2.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,4.0,3.0,1,1.0,0.0,2,452.0,2.0,3.0,1.0,0.0,1556,2.0,0.0,1.0,1544,2.0,1950,1.0,0.0,24.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1.0,1.0,0.0,1,0,5.0,909451150,1.0,0.0,151000,716.0,6,161,1980,1980
882,1.0,3.0,138.0,2.0,2.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,3.0,0.0,0,1.0,0.0,1,461.0,2.0,1.0,0.0,1.0,882,2.0,1.0,0.0,2141,2.0,7700,0.0,1.0,70.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,3,0,4.0,907203060,1.0,0.0,112500,882.0,5,96,1972,1972
1167,1.0,3.0,645.0,4.0,2.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,4.0,1,1.0,0.0,1,495.0,2.0,1.0,0.0,1.0,1167,2.0,1.0,0.0,2008,2.0,8731,1.0,0.0,98.0,2.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,0,0,4.0,903205085,1.0,0.0,144000,915.0,6,0,1920,1950
1800,1.0,5.0,1204.0,6.0,4.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0.0,0.0,4.0,1,0.0,1.0,2,944.0,3.0,2.0,1.0,0.0,1800,4.0,1.0,0.0,1075,4.0,8232,1.0,0.0,89.0,2.0,714.0,0,0.0,1.0,1.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,4,0,8.0,528186130,0.0,1.0,370967,1800.0,6,210,2007,2008
855,1.0,3.0,514.0,5.0,2.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,3.0,1,1.0,0.0,2,440.0,2.0,1.0,1.0,0.0,1456,2.0,0.0,1.0,34,3.0,2280,0.0,1.0,24.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1.0,0.0,1.0,1,0,5.0,527453130,1.0,0.0,149900,855.0,6,173,1975,1975
831,1.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,1.0,2,493.0,2.0,2.0,1.0,0.0,1660,4.0,0.0,1.0,847,3.0,8935,1.0,0.0,68.0,2.0,95.0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0,0,0.0,1.0,0,0,0,0,0,0.0,0.0,1.0,3,68,6.0,907192030,1.0,0.0,195000,831.0,7,144,2002,2002
812,1.0,4.0,0.0,1.0,2.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,0.0,3.0,1,0.0,1.0,2,392.0,2.0,3.0,1.0,0.0,1482,3.0,0.0,1.0,1629,3.0,9125,1.0,0.0,71.131297490479,2.0,170.0,0,0.0,1.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1.0,0.0,1.0,3,25,6.0,527165100,1.0,0.0,163900,384.0,7,100,1992,1992
1522,1.0,4.0,299.0,4.0,2.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0,0.0,1.0,4.0,3.0,1,0.0,1.0,2,552.0,2.0,3.0,1.0,0.0,1522,4.0,1.0,0.0,2073,2.0,11075,0.0,1.0,77.68173160523936,3.0,136.0,0,0.0,1.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,4,77,5.0,905352010,0.0,1.0,182000,1190.0,7,0,1984,1984
2036,4.0,5.0,1758.0,6.0,4.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,5.0,1,1.0,0.0,2,780.0,3.0,3.0,1.0,0.0,2036,4.0,1.0,0.0,960,4.0,13438,0.0,1.0,113.0,2.0,246.0,0,0.0,1.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,4,154,8.0,916382100,1.0,0.0,410000,2190.0,9,90,2008,2008
1595,1.0,4.0,55.0,4.0,2.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,1.0,2,672.0,2.0,1.0,0.0,1.0,1595,2.0,1.0,0.0,955,2.0,11070,1.0,0.0,82.0,3.0,0.0,0,1.0,0.0,0.0,0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,1.0,2,0,4.0,914476430,1.0,0.0,152000,1582.0,5,0,1991,1991
